ra,dec,parallax,teff_gspphot
94.58107977121325,16.63705626372783,0.22761833355843247,25001.244
119.4555836493532,-8.83746381447323,0.16327496671854191,25008.877
116.29143480314981,-23.33820394101932,0.3619993925689489,25018.406
104.35662877645946,-13.163825280069235,0.11464240725663405,25051.83
165.35357075159183,-27.86163496357511,0.3600878208164007,25086.814
111.44644498005893,-20.95891860906601,0.3502579886263661,25131.809
107.72691464213182,-14.357279000766496,0.42662939643705516,25146.41
188.07765354462475,-21.504759977302307,0.41891116167794085,25149.281
80.79193632582131,35.70894854234334,0.9812443907374463,25170.357
58.27117981575182,55.781062866579965,0.2510458571732641,25176.549
97.163958183316,11.297083489706665,0.5040904683425413,25200.582
48.69096464562891,62.256976807687884,0.5377747184496439,25259.393
33.018593518750876,56.93766285875779,0.47143204963921703,25286.365
103.32842872021524,-0.7984801635860141,0.2179443292520191,25286.559
31.289715391124926,61.86716172049614,0.33747535559943914,25305.611
48.76081960110854,61.48700845722724,0.15092763043615431,25311.947
88.49253809722875,20.876294779223066,0.3265081816576571,25314.17
106.03983883790106,8.250512876510749,0.643884227580678,25346.684
116.78367603683022,-24.567691492754605,0.24930519633561932,25354.531
39.8453304311281,-0.022122149727979476,0.01692355164431561,25354.615
35.76743487517365,57.127430395892645,0.42378066099077333,25365.28
56.368531615913,50.057216050532894,0.2630586797988435,25385.033
99.69968166890533,6.901886091315853,0.7150854258016481,25410.604
96.30820359764625,7.555775892049868,0.09110105470394944,25418.53
33.637370310148825,55.317125819388,0.7989228083759309,25433.52
89.80829376877429,-20.832481672249525,0.0710387438654695,25451.455
88.97007772327882,20.767994265550005,0.25364834362175714,25462.16
104.94357349952193,-16.20075476509084,0.5763682470518329,25505.164
112.94879567268632,-5.583182999463067,0.4889325207908991,25509.785
57.9440063026068,57.781843956838244,0.17434912487598409,25519.674
151.0036283698888,-19.62946570791939,0.3785250881966969,25542.324
150.80980092784847,21.856681520638304,0.2881932950872837,25552.535
89.97314433268572,25.088619351155913,0.9183153131033188,25616.441
108.61770201764386,-10.316239786215924,1.0749581813675886,25637.262
98.7518887290414,17.179099667587913,0.21702033741532,25645.23
78.3055605351233,40.193506220912425,0.9073155200607282,25661.145
87.79330471387931,35.68305096609866,0.32892845500941104,25663.229
119.30330581350927,-28.728806574469285,0.09360746778388114,25682.51
45.33071856590513,60.572293657936456,0.4474292211645226,25709.764
191.32114166964348,-29.714883035600927,0.3501039208756903,25747.984
73.36713986790234,41.80567603765566,0.1632750845606073,25847.943
155.12416425253463,42.83940567935013,0.32633576134724274,25881.227
113.25766992521596,-28.32579278303721,0.38272049347430154,25892.084
67.00055114614442,49.657166416614565,0.3463457157828523,25957.38
79.85198466381054,34.89388282807589,0.47341969272001805,25983.984
134.38185924220244,-29.070048393234842,0.25882263654902404,25997.14
110.95267164957404,-8.132144670526747,0.1911551109413401,25998.367
76.71143783773611,37.55066225764849,0.35386549759582864,26002.363
70.33544743077938,42.90964679751582,0.3840812763748279,26017.672
113.89235873882511,-18.75970363299299,0.499539394672704,26057.55
37.73397708354142,62.07531719752581,0.16428873582225798,26070.172
99.31739593442217,12.666443241955356,0.30443788634889424,26109.102
98.5981733406957,2.5341557938764194,0.7284142500388424,26209.166
99.91424023806312,-10.445825083234118,0.11604670024065708,26222.81
44.97025141698165,60.554719273853,0.5273114635518997,26235.021
156.07497377375523,-3.1772229610116987,0.7306372323745702,26245.594
75.23888054030897,45.00301699690444,0.15558540736971832,26268.715
84.35974983156196,25.10165561592922,0.3301502497417881,26318.516
